iter	Passed	Remaining
458	797	939
459	798	937
460	799	934
461	800	931
462	801	929
463	802	926
464	803	924
465	804	921
466	805	919
467	806	916
468	807	914
469	808	911
470	809	909
471	810	906
472	811	904
473	812	901
474	813	898
475	813	896
476	814	893
477	815	890
478	816	888
479	817	885
480	818	883
481	819	881
482	820	878
483	821	876
484	822	873
485	823	871
486	824	869
487	825	866
488	826	864
489	827	861
490	828	859
491	829	856
492	830	854
493	831	852
494	833	849
495	835	848
496	836	846
497	837	843
498	838	841
499	839	839
500	840	837
501	841	834
502	842	832
503	843	830
504	844	828
505	845	825
506	846	823
507	848	821
508	849	819
509	850	817
510	852	815
511	853	813
512	854	810
513	855	808
514	856	806
515	857	804
516	858	801
517	859	799
518	860	797
519	861	795
520	862	792
521	863	790
522	864	788
523	865	786
524	866	784
525	867	782
526	868	779
527	869	777
528	870	775
529	871	772
530	872	770
531	873	768
532	874	766
533	875	764
534	876	762
535	878	760
536	879	758
537	880	755
538	881	753
539	882	751
540	883	749
541	884	747
542	885	745
543	886	743
544	887	740
545	888	738
546	889	736
547	890	734
548	891	732
549	892	730
550	893	728
551	894	725
552	895	723
553	896	721
554	897	719
555	898	717
556	899	715
557	900	712
558	900	710
559	901	708
560	902	706
561	903	704
562	904	702
563	905	700
564	906	697
565	907	695
566	908	694
567	909	691
568	910	689
569	911	687
570	912	685
571	913	683
572	914	681
573	915	679
574	916	677
575	916	674
576	917	672
577	918	670
578	919	668
579	920	666
580	921	664
581	922	662
582	923	660
583	924	658
584	925	656
585	926	654
586	927	652
587	928	650
588	929	648
589	930	646
590	930	644
591	932	642
592	933	640
593	934	638
594	935	636
595	936	634
596	937	632
597	939	631
598	940	629
599	941	627
600	942	625
601	942	623
602	943	621
603	944	619
604	945	617
605	946	615
606	947	613
607	948	611
608	949	609
609	950	607
610	951	605
611	952	603
612	953	602
613	954	600
614	955	598
615	956	596
616	957	594
617	958	592
618	959	590
619	960	588
620	960	586
621	962	584
622	962	582
623	963	580
624	964	578
625	965	576
626	966	575
627	967	573
628	968	571
629	969	569
630	970	567
631	971	565
632	972	563
633	973	561
634	974	559
635	975	558
636	976	556
637	978	555
638	979	553
639	980	551
640	981	549
641	983	548
642	984	546
643	985	544
644	985	542
645	986	540
646	987	538
647	988	537
648	989	535
649	990	533
650	991	531
651	992	529
652	993	527
653	994	526
654	995	524
655	995	522
656	996	520
657	997	518
658	998	516
659	999	514
660	1000	513
661	1001	511
662	1002	509
663	1003	507
664	1004	505
665	1005	504
666	1005	502
667	1006	500
668	1007	498
669	1008	496
670	1009	494
671	1010	493
672	1011	491
673	1012	489
674	1014	488
675	1015	486
676	1016	484
677	1017	483
678	1017	481
679	1018	479
680	1019	477
681	1020	475
682	1021	474
683	1022	472
684	1023	470
685	1024	468
686	1025	467
687	1026	465
688	1027	463
689	1028	462
690	1029	460
691	1030	458
692	1031	456
693	1032	455
694	1033	453
695	1034	451
696	1035	450
697	1036	448
698	1037	446
699	1037	444
700	1038	443
701	1039	441
702	1040	439
703	1041	438
704	1042	436
705	1043	434
706	1044	432
707	1045	431
708	1046	429
709	1047	427
710	1048	426
711	1049	424
712	1050	422
713	1051	421
714	1051	419
715	1052	417
716	1053	415
717	1054	414
718	1055	412
719	1056	410
720	1057	409
721	1058	407
722	1059	405
723	1060	404
724	1061	402
725	1062	400
726	1063	399
727	1064	397
728	1065	395
729	1065	394
730	1066	392
731	1067	390
732	1068	389
733	1069	387
734	1070	385
735	1071	384
736	1072	382
737	1073	381
738	1074	379
739	1075	377
740	1076	376
741	1077	374
742	1078	372
743	1079	371
744	1080	369
745	1080	368
746	1081	366
747	1082	364
748	1083	363
749	1084	361
750	1086	360
751	1087	358
752	1088	357
753	1089	355
754	1090	353
755	1091	352
756	1092	350
757	1093	349
758	1094	347
759	1095	345
760	1096	344
761	1097	342
762	1098	341
763	1099	339
764	1099	337
765	1101	336
766	1102	334
767	1103	333
768	1104	331
769	1105	330
770	1105	328
771	1107	326
772	1108	325
773	1108	323
774	1109	322
775	1110	320
776	1111	319
777	1112	317
778	1113	315
779	1114	314
780	1115	312
781	1116	311
782	1117	309
783	1118	308
784	1119	306
785	1120	304
786	1121	303
787	1122	301
788	1123	300
789	1124	298
790	1125	297
791	1126	295
792	1126	294
793	1127	292
794	1128	291
795	1129	289
796	1131	288
797	1132	286
798	1133	285
799	1134	283
800	1135	281
801	1136	280
802	1137	279
803	1138	277
804	1139	275
805	1139	274
806	1140	272
807	1141	271
808	1142	269
809	1143	268
810	1144	266
811	1145	265
812	1146	263
813	1147	262
814	1148	260
815	1149	259
816	1150	257
817	1151	256
818	1152	254
819	1152	253
820	1153	251
821	1154	250
822	1155	248
823	1156	247
824	1157	245
825	1158	244
826	1159	242
827	1160	241
828	1161	239
829	1162	238
830	1163	236
831	1164	235
832	1165	233
833	1166	232
834	1167	230
835	1168	229
836	1168	227
837	1169	226
838	1170	224
839	1171	223
840	1172	221
841	1173	220
842	1174	218
843	1175	217
844	1176	215
845	1177	214
846	1178	212
847	1179	211
848	1180	209
849	1181	208
850	1182	207
851	1183	205
852	1184	204
853	1185	202
854	1186	201
855	1187	199
856	1188	198
857	1188	196
858	1190	195
859	1191	193
860	1192	192
861	1193	191
862	1194	189
863	1195	188
864	1196	186
865	1197	185
866	1197	183
867	1198	182
868	1199	180
869	1200	179
870	1201	177
871	1202	176
872	1203	175
873	1204	173
874	1205	172
875	1206	170
876	1207	169
877	1208	167
878	1209	166
879	1210	165
880	1211	163
881	1212	162
882	1212	160
883	1213	159
884	1214	157
885	1215	156
886	1216	154
887	1217	153
888	1218	152
889	1219	150
890	1220	149
891	1221	147
892	1222	146
893	1223	145
894	1224	143
895	1225	142
896	1226	140
897	1227	139
898	1228	137
899	1229	136
900	1230	135
901	1230	133
902	1231	132
903	1232	130
904	1233	129
905	1235	128
906	1235	126
907	1236	125
908	1239	124
909	1240	122
910	1241	121
911	1242	119
912	1243	118
913	1243	117
914	1245	115
915	1246	114
916	1246	112
917	1247	111
918	1248	110
919	1249	108
920	1251	107
921	1251	105
922	1252	104
923	1253	103
924	1254	101
925	1255	100
926	1256	98
927	1257	97
928	1258	96
929	1259	94
930	1260	93
931	1261	92
932	1261	90
933	1262	89
934	1263	87
935	1264	86
936	1265	85
937	1266	83
938	1267	82
939	1268	80
940	1269	79
941	1270	78
942	1271	76
943	1272	75
944	1273	74
945	1274	72
946	1275	71
947	1275	69
948	1276	68
949	1277	67
950	1278	65
951	1279	64
952	1281	63
953	1282	61
954	1283	60
955	1284	59
956	1285	57
957	1286	56
958	1287	55
959	1288	53
960	1289	52
961	1290	50
962	1291	49
963	1292	48
964	1293	46
965	1294	45
966	1296	44
967	1297	42
968	1298	41
969	1299	40
970	1300	38
971	1301	37
972	1302	36
973	1303	34
974	1304	33
975	1305	32
976	1307	30
977	1308	29
978	1309	28
979	1310	26
980	1311	25
981	1313	24
982	1314	22
983	1314	21
984	1315	20
985	1316	18
986	1317	17
987	1318	16
988	1319	14
989	1320	13
990	1321	12
991	1322	10
992	1323	9
993	1324	7
994	1325	6
995	1326	5
996	1327	3
997	1328	2
998	1329	1
999	1330	0
